businessName,inspectionId,license,facilityType,risk,inspectionDate,inspectionType,pastFail,timeSinceLast,licenseStartDate,expirationDate,address,city,state,zipCode,ward,precinct,policeDistrict,licenseDescription,location,ageAtInspection,consumptionOnPremises,tobaccoRetail,limitedLicense,packageGoods,outdoorPatio,placeOfAmusement,tavern,retailFoodEstablishment,catersLiquorLicense,fillingStation,addressCount,wardCount,districtCount,foodType,burglary,sanitation,garbage,rodents,pastResponse
SABRINA SUB,659235,1927524,Restaurant,Risk 2 (Medium),07/11/2011,Canvass,0,1.293150685,16/10/2011,15/10/2013,7559 N RIDGE BLVD 1ST,CHICAGO,IL,60645,49,w_49_p_28,24,Retail Food Establishment,"(42.019416774291884, -87.68449834218502)",3.123401826,0,0,0,0,0,0,0,0,0,0,1,1,1,sandwich,5.610256456,9.938764035,8.943379824,10.19365302,1
SADDLE AND CYCLE CLUB,1196326,1187,Restaurant,Risk 1 (High),21/05/2012,Canvass,0,1.542465753,16/07/2011,15/07/2013,900 W FOSTER AVE 1ST,CHICAGO,IL,60640,48,w_48_p_14,20,Retail Food Establishment,"(41.97654173158159, -87.65265763995866)",4.767123288,0,0,0,0,0,0,1,0,0,0,1,1,1,bar,20.69192786,28.67802273,2.308057895,28.9050478,0
SAFARI RESTAURANT,1353488,1959537,Restaurant,Risk 1 (High),05/07/2013,Canvass,0,0.720547945,16/08/2011,15/08/2013,5959 N BROADWAY  1,CHICAGO,IL,60660,48,w_48_p_31,24,Retail Food Establishment,"(41.99075526566129, -87.66014233842654)",4.249315068,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,34.81628433,17.8285785,24.78069321,53.57731444,1
Saigon Sisters,1324442,2004146,Restaurant,Risk 1 (High),07/05/2013,Canvass,0,0.838356164,16/05/2011,15/05/2013,131 N CLINTON ST 1 23,CHICAGO,IL,60661,42,w_42_p_21,1,Retail Food Establishment,"(41.884187507127805, -87.64111966683218)",3.430022831,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,10.23361761,16.48344633,0.000378625,6.333087535,1
SAKURA HOUSE,1184378,83237,Restaurant,Risk 1 (High),08/06/2012,Canvass,0,0.997260274,16/05/2011,15/05/2013,500 W MADISON ST 1ST,CHICAGO,IL,60661,42,w_42_p_21,1,Retail Food Establishment,"(41.88199433820508, -87.6397586848809)",5.068493151,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,21.96407921,3.930081804,1.747076594,0.901102968,0
SALAAM RESTAURANT AND BAKERY,1072252,2141327,Restaurant,Risk 1 (High),24/01/2013,Canvass,0,0.901369863,02/03/2012,15/03/2014,700-706 W 79TH ST 1ST & 2ND,CHICAGO,IL,60620,17,w_17_p_2,6,Retail Food Establishment,"(41.750787498480555, -87.64166664542023)",0.898630137,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,14.85324334,19.96240934,16.22002515,27.87221566,0
Sal's Deli,1214863,2008618,Restaurant,Risk 1 (High),11/05/2012,Canvass,0,0.912328767,16/04/2011,15/04/2013,1013 W WEBSTER AVE 1ST,CHICAGO,IL,60614,32,w_32_p_50,18,Retail Food Establishment,"(41.92161984057171, -87.65405058579164)",2.34783105,0,0,0,0,0,0,0,0,0,0,1,1,1,grocery,22.09678439,42.02438535,98.16852054,77.65344853,0
SALVATORE'S,679726,2760,Restaurant,Risk 1 (High),10/04/2012,Canvass,0,0.901369863,16/04/2011,15/04/2013,525 W ARLINGTON PL,CHICAGO,IL,60614,43,w_43_p_38,19,Retail Food Establishment,"(41.92665028272765, -87.64226227817502)",4.906849315,0,0,0,0,0,0,1,0,0,0,1,1,1,unknown,45.54025622,37.44452345,13.13440532,291.2488878,0
SAMMYS COUNTRY KITCHEN,634828,83069,Restaurant,Risk 1 (High),04/10/2011,Canvass,0,1.432876712,16/01/2010,15/01/2012,5542 W 55TH ST 1ST,CHICAGO,IL,60638,23,w_23_p_8,8,Retail Food Establishment,"(41.792856764863906, -87.76157024958204)",4.632762557,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,5.962116037,8.26089597,19.38433044,1.088128337,0
SANDRA'S FOOD INC.,1227508,1579740,Other,Risk 1 (High),21/08/2012,Canvass,0,1.397260274,16/10/2011,15/10/2013,2841 W 59TH ST,CHICAGO,IL,60629,16,w_16_p_35,8,Retail Food Establishment,"(41.78627027610521, -87.69526482918616)",5.019178082,0,0,0,0,0,0,0,0,0,0,1,1,1,mart,39.66663611,29.70578368,22.2503502,27.03693947,1
SANDY'S BAKERY & DELI INC,604506,1442912,Other,Risk 1 (High),10/11/2011,Canvass,0,0.619178082,16/12/2009,15/12/2011,5857 W LAWRENCE AVE,CHICAGO,IL,60630,45,w_45_p_45,16,Retail Food Establishment,"(41.967578162072144, -87.77472139648694)",4.734246575,0,0,0,0,0,0,0,0,0,0,1,1,1,grocery,15.88676748,17.58585525,43.6245086,11.33853086,0
SANOS PIZZERIA,604457,3663,Restaurant,Risk 1 (High),07/10/2011,Canvass,1,0.145205479,16/04/2011,15/04/2013,4469 W LAWRENCE AVE  1,CHICAGO,IL,60630,45,w_45_p_10,17,Retail Food Establishment,"(41.96799424187085, -87.74064316006319)",4.640981735,0,0,0,0,0,0,0,0,0,0,1,1,1,italian,25.68183798,8.821008752,11.77519835,11.33911369,0
SAN SOO GAB SAN CORP,1099071,23269,Restaurant,Risk 1 (High),05/07/2013,Canvass,0,0.947945205,16/09/2011,15/09/2013,5247- 5251 N WESTERN AVE  1,CHICAGO,IL,60625,40,w_40_p_21,20,Retail Food Establishment,"(41.9772862709721, -87.68905760864439)",5.638242009,1,0,0,0,0,0,0,0,0,0,1,1,1,unknown,8.569063888,27.77106978,12.31482618,56.60834216,0
SANTORINI,586329,42683,Restaurant,Risk 1 (High),25/01/2012,Canvass,0,0.936986301,16/05/2011,15/05/2013,138 S HALSTED ST 1ST,CHICAGO,IL,60661,27,w_27_p_58,12,Retail Food Establishment,"(41.87927791388022, -87.64742929608974)",4.698744292,1,0,0,0,0,0,0,0,0,0,1,1,1,unknown,9.561767433,23.15967323,0.141651306,0.941921001,0
SARAH MART INC.,1360356,1618149,Grocery Store,Risk 3 (Low),19/08/2013,Canvass,0,2,16/12/2012,15/12/2014,3601 N DAMEN AVE 1ST FLOOR,CHICAGO,IL,60618,47,w_47_p_27,19,Retail Food Establishment,"(41.94691204803843, -87.67840652746261)",6.509474886,0,1,0,1,0,0,0,0,0,0,1,1,1,mart,24.15414632,7.662899266,21.15323297,63.94016413,0
SARA LEE BAKERY,557649,5890,Grocery Store,Risk 3 (Low),06/12/2011,Canvass,0,2,16/03/2010,15/03/2012,7650 W TOUHY AVE,CHICAGO,IL,60631,41,w_41_p_2,16,Retail Food Establishment,"(42.01152449137955, -87.81834377861695)",5.057534247,0,0,0,0,0,0,0,0,0,0,1,1,1,breakfast,0.001257952,1.170008936,18.63877912,3.824758797,0
Sarpino's Pizzeria,679819,2055430,Restaurant,Risk 2 (Medium),12/03/2012,Canvass,0,0.515068493,28/10/2010,15/11/2012,4830 N PULASKI RD 1 104,CHICAGO,IL,60630,39,w_39_p_8,17,Retail Food Establishment,"(41.969116031387166, -87.72820127959295)",1.37260274,0,0,0,0,0,0,0,0,0,0,1,1,1,italian,21.88738912,8.163201958,0.72477362,43.26253442,0
SARPINOS PIZZERIA,1324637,1954289,Restaurant,Risk 2 (Medium),26/08/2013,Canvass,0,2,16/02/2012,15/02/2014,158 W DIVISION ST 1ST,CHICAGO,IL,60610,43,w_43_p_19,18,Retail Food Establishment,"(41.903974551931924, -87.63374356030391)",3.887671233,0,0,0,0,0,0,0,0,0,0,2,2,2,italian,21.57925123,16.07153782,4.819247526,26.96796185,1
Sayat Nova,1138711,24156,Restaurant,Risk 1 (High),19/12/2012,Canvass,0,1.117808219,16/03/2011,15/03/2013,157 E OHIO ST 1ST,CHICAGO,IL,60611,42,w_42_p_53,18,Retail Food Establishment,"(41.89244202292865, -87.62314747525059)",5.600114155,1,0,0,0,0,1,0,0,0,0,1,1,1,unknown,15.6600748,3.723502675,0.049487006,3.750008766,0
SBARRO'S PIZZERIA,1150363,1903424,Restaurant,Risk 1 (High),13/03/2012,Canvass,0,0.342465753,16/04/2010,15/04/2012,7601 S CICERO AVE 1ST 1286,CHICAGO,IL,60652,13,w_13_p_22,8,Retail Food Establishment,"(41.75466012439374, -87.74138475860521)",3.051940639,0,0,0,0,0,0,0,0,0,0,1,1,1,italian,4.062181578,1.42E-05,0.867268093,4.75E-07,1
SCHMEAR,1092309,2137606,Restaurant,Risk 2 (Medium),20/02/2013,Canvass,0,0.868493151,12/04/2012,15/04/2014,3738 N BROADWAY  1,CHICAGO,IL,60613,46,w_46_p_,NA,Retail Food Establishment,"(41.95036379958208, -87.64926099909027)",0.860388128,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,16.73429497,52.73165213,5.807482918,59.10494596,1
SCHUBAS TAVERN/HARMONY GRILL,1092413,17147,Restaurant,Risk 1 (High),15/05/2013,Canvass,0,0.405479452,16/03/2013,15/03/2015,3159 N SOUTHPORT AVE  1,CHICAGO,IL,60657,32,w_32_p_7,19,Retail Food Establishment,"(41.93972219199107, -87.66367244899654)",6.246461187,1,0,0,0,0,1,0,0,0,0,1,1,1,dinner,19.43527478,33.24741429,13.6654082,105.5364081,0
SCHUBAS TAVERN/HARMONY GRILL,1198625,17147,Restaurant,Risk 1 (High),17/12/2012,Canvass,0,2,16/03/2011,15/03/2013,3159 N SOUTHPORT AVE  1,CHICAGO,IL,60657,32,w_32_p_7,19,Retail Food Establishment,"(41.93972219199107, -87.66367244899654)",5.838356164,1,0,0,0,0,1,0,0,0,0,1,1,1,dinner,30.46514014,36.46937039,18.3004788,114.5097467,0
SCOFFLAW,1285582,84648,Restaurant,Risk 1 (High),27/09/2012,Canvass,0,1.378082192,16/11/2011,15/11/2013,3201-3203 W ARMITAGE AVE 1ST,CHICAGO,IL,60647,35,w_35_p_3,14,Retail Food Establishment,"(41.91729149564559, -87.70705160149535)",4.868378995,0,0,0,0,0,0,1,0,0,0,1,1,1,unknown,39.13022516,37.36571698,25.45739045,47.0998055,1
SEA SHELL FISH & CHICKEN,555275,2059582,Restaurant,Risk 2 (Medium),21/10/2011,Canvass,0,1.002739726,25/10/2010,15/10/2012,1049 W 103RD ST 1ST,CHICAGO,IL,60643,34,w_34_p_12,22,Retail Food Establishment,"(41.70674628507471, -87.64967460962295)",0.989041096,0,0,0,0,0,0,0,0,0,0,1,1,1,mart,35.98470931,22.88040043,33.8327383,2.954977909,0
SEDGWICK'S,1198826,30486,Restaurant,Risk 1 (High),29/04/2013,Canvass,0,1.046575342,16/04/2013,15/04/2015,1935 N SEDGWICK ST  CHICA,CHICAGO,IL,60614,43,w_43_p_24,18,Retail Food Establishment,"(41.91755928707187, -87.63864526243658)",5.95890411,1,0,0,0,0,0,0,0,0,0,1,1,1,unknown,10.1615918,13.76364157,11.57871836,45.21387538,1
SEE THRU CHINESE,555341,1738553,Restaurant,Risk 1 (High),21/11/2011,Canvass,0,0.556164384,16/06/2011,15/06/2013,7118 S WESTERN AVE,CHICAGO,IL,60636,18,w_18_p_5,8,Retail Food Establishment,"(41.76409854092722, -87.68337319418565)",4.268607306,0,0,0,0,0,0,0,0,0,0,1,1,1,asian,41.4459836,44.60383895,41.7983776,28.59565408,0
SEE THRU CHINESE KITCHEN,537887,36468,Restaurant,Risk 1 (High),07/02/2012,Canvass,0,0.731506849,16/07/2011,15/07/2013,10939 S WESTERN AVE,CHICAGO,IL,60643,19,w_19_p_40,22,Retail Food Establishment,"(41.69422064707933, -87.68108589547474)",4.482305936,0,0,0,0,0,0,0,0,0,0,5,5,5,asian,6.818318172,23.40960476,11.01988175,0.000157505,1
SEE THRU CHINESE KITCHEN,1202681,1770322,Restaurant,Risk 1 (High),07/03/2013,Canvass,1,0.717808219,16/05/2011,15/05/2013,5656 W ROOSEVELT RD 1ST FLOOR,CHICAGO,IL,60644,29,w_29_p_34,15,Retail Food Establishment,"(41.86567514236451, -87.76662584667756)",5.972716895,0,0,0,0,0,0,0,0,0,0,5,5,5,asian,2.491749554,7.545471121,4.758719572,2.476952633,1
SEE THRU CHINESE KITCHEN INC,1296299,1302284,Restaurant,Risk 1 (High),19/03/2013,Canvass,0,0.279452055,16/12/2012,15/12/2014,6700 S STONY ISLAND AVE,CHICAGO,IL,60649,5,w_5_p_5,3,Retail Food Establishment,"(41.77329289585066, -87.58644236831432)",6.090296804,0,0,0,0,0,0,0,0,0,0,1,1,1,asian,32.47134732,27.56967781,4.765345667,9.780365811,0
SENOR PAN CAFE INC.,557684,2092973,Restaurant,Risk 1 (High),25/01/2012,Canvass,0,0.495890411,01/08/2011,15/08/2013,4612 W FULLERTON AVE,CHICAGO,IL,60639,31,w_31_p_23,25,Retail Food Establishment,"(41.92440234177882, -87.74231825957612)",0.485045662,1,0,0,0,0,0,0,0,0,0,1,1,1,breakfast,31.46927247,18.91917406,6.26599737,21.33085278,0
SEOUL COREA RESTAURANT,670617,1479631,Restaurant,Risk 1 (High),17/02/2012,Canvass,0,0.498630137,16/06/2010,15/06/2012,1603 E 55TH ST,CHICAGO,IL,60615,5,w_5_p_35,2,Retail Food Establishment,"(41.795076280032596, -87.5874418965641)",4.509703196,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,8.937542736,9.200175344,5.026487313,8.762195092,0
SERBIAN EASTERN ORTHODOX,1353422,2059677,Other,Risk 1 (High),01/07/2013,Canvass,0,1.580821918,28/12/2011,15/01/2014,3737 E 114TH ST 1ST,CHICAGO,IL,60655,19,w_19_p_11,22,Retail Food Establishment,"(41.68809440469206, -87.53264519360955)",1.509474886,1,0,0,0,0,0,0,0,0,0,1,1,1,unknown,15.85195021,0.046025857,10.94290851,0.147047638,0
SERBIAN VILLAGE RESTAURANT & BAR,1098612,1821836,Restaurant,Risk 1 (High),24/09/2012,Canvass,0,1.545205479,16/12/2010,15/12/2012,3142-3144 W IRVING PARK RD 1,CHICAGO,IL,60618,33,w_33_p_11,17,Retail Food Establishment,"(41.954034303601645, -87.70732758144212)",5.01369863,1,0,0,0,0,0,0,0,0,0,1,1,1,bar,25.20219799,26.11791175,8.53898699,30.341586,0
SERRELLIS FINER FOODS,1360306,2198175,Grocery Store,Risk 1 (High),16/08/2013,Canvass,0,0.706849315,16/06/2013,15/06/2015,6454-6460 W NORTH AVE 1ST,CHICAGO,IL,60707,36,w_36_p_24,25,Retail Food Establishment,"(41.90922989499976, -87.78712882071771)",0.69303653,0,0,0,0,0,0,0,0,0,0,2,1,1,mart,7.087610821,5.022775183,4.162952165,2.23565722,0
"SEVEN NINE ELEVEN FOOD MART, INC.",509427,2036,Grocery Store,Risk 3 (Low),17/11/2011,Canvass,0,2,16/06/2011,15/06/2013,4884 S ARCHER AVE 1ST,CHICAGO,IL,60632,14,w_14_p_13,8,Retail Food Establishment,"(41.80462115059015, -87.71990706549693)",4.257648402,0,1,0,1,0,0,0,0,0,0,1,1,1,mart,11.01951465,12.37256069,3.579969164,38.33603627,0
SEVEN STAR,269961,30790,Grocery Store,Risk 3 (Low),31/01/2013,Canvass,0,2,16/04/2011,15/04/2013,3352 N BROADWAY   1,CHICAGO,IL,60657,44,w_44_p_33,19,Retail Food Establishment,"(41.943359344775146, -87.64499875300952)",5.961643836,0,1,1,0,0,0,0,0,0,0,1,1,1,unknown,27.68364605,42.98575993,18.6208623,111.5212389,0
SEVEN TEN,1319457,1172093,Restaurant,Risk 1 (High),28/03/2013,Canvass,0,1.049315068,16/06/2012,15/06/2014,1055 E 55TH ST,CHICAGO,IL,60615,5,w_5_p_27,2,Retail Food Establishment,"(41.79492106897254, -87.59985203106729)",5.619178082,1,0,0,0,1,1,0,0,0,0,1,1,1,unknown,2.840840663,1.247185418,10.1905371,4.397221605,1
SHARKS FISH & CHICKEN,1202650,2138645,Restaurant,Risk 2 (Medium),07/02/2013,Canvass,0,0.956164384,27/02/2012,15/03/2014,3900 W MADISON ST 1ST 9,CHICAGO,IL,60624,28,w_28_p_37,11,Retail Food Establishment,"(41.880865155903734, -87.7233759677506)",0.947945205,0,0,0,0,0,0,0,0,0,0,5,5,5,dinner,21.77702143,35.10982813,23.40370024,12.44858352,0
SHARKS FISH & CHICKEN,671088,1822507,Restaurant,Risk 2 (Medium),07/03/2012,Canvass,0,1.742465753,16/10/2010,15/10/2012,7122 S VINCENNES AVE 1ST B,CHICAGO,IL,60621,6,w_6_p_49,7,Retail Food Establishment,"(41.764735862679856, -87.62841664308885)",4.696004566,0,0,0,0,0,0,0,0,0,0,5,5,5,dinner,18.39776081,37.02497134,3.207014471,2.378055965,0
SHARKS FISH & CHICKEN,1142234,2088161,Restaurant,Risk 2 (Medium),27/11/2012,Canvass,0,1.668493151,30/03/2011,15/04/2013,2139 S STATE ST 1,CHICAGO,IL,60616,3,w_3_p_,NA,Retail Food Establishment,"(41.85305866137523, -87.62694418523844)",1.66586758,0,0,0,0,0,0,0,0,0,0,5,5,5,dinner,16.95621628,1.084123406,0.622389735,7.976241327,0
SHARKS FISH & CHICKEN,1154452,2026981,Restaurant,Risk 2 (Medium),12/07/2012,Canvass,0,2,16/09/2011,15/09/2013,11858 S STATE ST 1,CHICAGO,IL,60628,34,w_34_p_9,5,Retail Food Establishment,"(41.678068277551226, -87.6228064913637)",2.106849315,0,0,0,0,0,0,0,0,0,0,5,5,5,dinner,31.38527469,79.37684081,36.77161659,1.684519202,1
SHAW'S CRAB HOUSE,1138501,9278,Restaurant,Risk 1 (High),19/09/2012,Canvass,0,1.049315068,16/05/2011,15/05/2013,21 E HUBBARD ST,CHICAGO,IL,60611,42,w_42_p_55,18,Retail Food Establishment,"(41.889971085414004, -87.6270747744828)",5.350684932,1,0,0,0,0,1,0,0,0,0,1,1,1,unknown,30.63353375,18.0025376,0.001091614,14.10249937,0
"S & H CONVENIENT STORE,INC.",1151347,1270916,Grocery Store,Risk 2 (Medium),05/06/2013,Canvass,0,1.167123288,16/11/2011,15/11/2013,3352 W 79TH ST,CHICAGO,IL,60652,18,w_18_p_31,8,Retail Food Establishment,"(41.749909872116426, -87.7069683456674)",5.556050228,0,1,1,0,0,0,0,0,0,0,1,1,1,unknown,6.287076155,19.36747217,29.38293755,28.31391984,0
SHELL,673229,1545194,Grocery Store,Risk 3 (Low),09/12/2011,Canvass,0,2,16/07/2011,15/07/2013,9955 S WESTERN AVE,CHICAGO,IL,60643,19,w_19_p_22,22,Retail Food Establishment,"(41.712072677039856, -87.68164415196017)",4.317922374,0,1,1,0,0,0,0,0,0,1,5,5,5,mart,2.658572609,0.450605235,19.74307669,11.14494117,0
SHELL,635139,39494,Grocery Store,Risk 3 (Low),28/10/2011,Canvass,0,2,16/11/2010,15/11/2012,1768 W ARMITAGE AVE 1ST,CHICAGO,IL,60622,32,w_32_p_34,14,Retail Food Establishment,"(41.91796074174603, -87.67270436980655)",3.950570776,0,1,1,0,0,0,0,0,0,1,5,5,5,mart,27.27251196,38.1573185,9.578111307,27.07829744,0
SHELL,1234971,60359,Other,Risk 3 (Low),30/08/2012,Canvass,0,2,16/11/2010,15/11/2012,1551 W NORTH AVE  1,CHICAGO,IL,60622,1,w_1_p_26,14,Retail Food Establishment,"(41.91052635223628, -87.66729841079488)",4.791666667,0,1,1,0,0,0,0,0,0,1,5,5,5,mart,18.4467462,29.9431492,19.24642936,63.37200857,0
SHELL,1166381,2119753,Grocery Store,Risk 3 (Low),27/08/2013,Canvass,0,1.920547945,16/12/2012,15/12/2014,3200 N KIMBALL AVE,CHICAGO,IL,60618,35,w_35_p_24,17,Retail Food Establishment,"(41.93931966318777, -87.71264128508213)",1.901369863,0,1,0,0,0,0,0,0,0,1,5,5,5,mart,26.53029431,18.03390402,12.44054043,73.36129287,1
SHER A PUNJAB,664260,20606,Restaurant,Risk 1 (High),06/12/2011,Canvass,0,0.969863014,16/02/2011,15/02/2013,2510 W DEVON AVE,CHICAGO,IL,60659,50,w_50_p_19,24,Retail Food Establishment,"(41.99778802851346, -87.6928087891628)",4.805479452,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,36.29880189,32.99474485,20.61859214,28.64438607,0
SHERATON CHICAGO HOTEL & TOWER,679706,23325,Restaurant,Risk 1 (High),08/03/2012,Canvass,0,0.408219178,16/03/2011,15/03/2013,301 E NORTH WATER ST  RIVER,CHICAGO,IL,60611,42,w_42_p_54,18,Retail Food Establishment,"(41.88945828010943, -87.62036837642913)",4.816552511,1,0,0,0,0,0,0,0,0,0,2,1,1,cater,6.307927223,10.56006076,0.740818053,9.351883029,1
SHERATON CHICAGO HOTEL/TOWER,1110355,23331,Restaurant,Risk 1 (High),05/08/2013,Canvass,0,0.487671233,16/03/2013,15/03/2015,301 E NORTH WATER ST  SERVI,CHICAGO,IL,60611,42,w_42_p_54,18,Retail Food Establishment,"(41.88945828010943, -87.62036837642913)",6.22739726,1,0,0,0,0,0,0,0,0,0,2,1,1,unknown,22.4029967,7.189374234,0.275682815,7.289188174,0
SHERIDAN PARK FOOD & LIQUOR,1300944,19499,Grocery Store,Risk 3 (Low),14/12/2012,Canvass,0,0.008219178,16/07/2011,15/07/2013,1255 W WILSON AVE,CHICAGO,IL,60640,46,w_46_p_42,19,Retail Food Establishment,"(41.96522681199653, -87.66180290683036)",5.334360731,0,1,1,1,0,0,0,0,0,0,1,1,1,mart,10.15022123,35.96244058,3.768517679,17.55045011,0
SHERIDAN PARK FOOD & LIQUOR,1300824,19499,Grocery Store,Risk 3 (Low),07/12/2012,Canvass,0,2,16/07/2011,15/07/2013,1255 W WILSON AVE,CHICAGO,IL,60640,46,w_46_p_42,19,Retail Food Establishment,"(41.96522681199653, -87.66180290683036)",5.315182648,0,1,1,1,0,0,0,0,0,0,1,1,1,mart,10.0550216,32.60030173,3.424350042,20.49365492,0
SHINE RESTAURANT,1199006,1954879,Restaurant,Risk 1 (High),12/08/2013,Canvass,0,1.254794521,16/04/2013,15/04/2015,752-756 W WEBSTER AVE 1ST,CHICAGO,IL,60614,43,w_43_p_7,18,Retail Food Establishment,"(41.921932385038915, -87.64833660258915)",4.389041096,1,0,0,0,0,0,0,0,0,0,1,1,1,dinner,33.32560423,36.56979436,10.94050353,53.63679262,0
SHIROI-HANA RESTAURANT,1214584,30797,Restaurant,Risk 1 (High),03/05/2012,Canvass,0,0.035616438,16/02/2011,15/02/2013,3242 N CLARK ST,CHICAGO,IL,60657,44,w_44_p_20,19,Retail Food Establishment,"(41.94097202826815, -87.65167059751336)",5.213584475,1,0,0,0,0,0,0,0,0,0,1,1,1,dinner,56.31592846,35.77033661,0.838717809,49.98302278,1
SHOP-N-SAVE,1234874,38827,Grocery Store,Risk 2 (Medium),24/08/2012,Canvass,0,0.671232877,16/10/2010,15/10/2012,135 E 71ST ST,CHICAGO,IL,60619,6,w_6_p_32,3,Retail Food Establishment,"(41.765501123078735, -87.62017368759007)",4.775228311,0,1,0,1,0,0,0,0,0,0,1,1,1,unknown,42.26497431,55.6405486,22.22035708,11.78756795,0
"SHOP RITE FOOD MART, INC",1202821,1650015,Grocery Store,Risk 2 (Medium),25/06/2013,Canvass,0,1.701369863,16/05/2013,15/05/2015,5200-5202 W WASHINGTON BLVD,CHICAGO,IL,60644,28,w_28_p_14,15,Retail Food Establishment,"(41.88247686749819, -87.75519503000112)",6.115068493,0,1,0,0,0,0,0,0,0,0,1,1,1,mart,34.33131121,60.50457509,27.26360595,33.18376579,1
SHRI KRISHNA INC,1150919,14012,Restaurant,Risk 2 (Medium),09/11/2012,Canvass,0,0.978082192,16/07/2011,15/07/2013,10401 S WESTERN AVE,CHICAGO,IL,60643,19,w_19_p_35,22,Retail Food Establishment,"(41.70446535544643, -87.68141545426693)",5.23847032,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,10.10441051,12.53932166,9.608741031,3.550562553,0
SHRIMP HOUSE,1353479,1908163,Restaurant,Risk 2 (Medium),03/07/2013,Canvass,0,1.068493151,16/09/2011,15/09/2013,11623 S HALSTED ST 1ST,CHICAGO,IL,60628,34,w_34_p_59,5,Retail Food Establishment,"(41.68320770129268, -87.64194316740587)",5.060273973,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,20.16111374,22.96189022,7.518927894,4.090536721,1
SIAM COUNTRY,679637,1768994,Restaurant,Risk 1 (High),15/03/2012,Canvass,0,1.534246575,16/09/2011,15/09/2013,4637 N DAMEN AVE,CHICAGO,IL,60625,47,w_47_p_36,19,Retail Food Establishment,"(41.96623164391727, -87.67896608867449)",5.123173516,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,12.54414419,25.87667093,40.53923874,21.76956904,1
SIAM COUNTRY,1098987,1768994,Restaurant,Risk 1 (High),17/05/2013,Canvass,0,1.17260274,16/09/2011,15/09/2013,4637 N DAMEN AVE,CHICAGO,IL,60625,47,w_47_p_36,19,Retail Food Establishment,"(41.96623164391727, -87.67896608867449)",6.295776256,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,14.30629712,16.5912458,8.05226993,17.32542298,0
SICILIA BAKERY,604591,32728,Other,Risk 1 (High),20/01/2012,Canvass,0,0.635616438,16/12/2011,15/12/2013,5939 W LAWRENCE AVE,CHICAGO,IL,60630,45,w_45_p_45,16,Retail Food Establishment,"(41.96755606483834, -87.77629764774025)",4.928767123,0,0,0,0,0,0,0,0,0,0,1,1,1,breakfast,16.83013086,13.73295759,31.53652666,9.396461015,0
SICILIA BAKERY,1321601,32728,Other,Risk 1 (High),29/01/2013,Canvass,0,1.02739726,16/12/2011,15/12/2013,5939 W LAWRENCE AVE,CHICAGO,IL,60630,45,w_45_p_45,16,Retail Food Establishment,"(41.96755606483834, -87.77629764774025)",5.956164384,0,0,0,0,0,0,0,0,0,0,1,1,1,breakfast,11.80725969,9.863543986,8.685986495,4.708703707,0
SIGNATURE ROOM AT THE 95TH,1138271,32709,Restaurant,Risk 1 (High),10/05/2012,Canvass,0,1.073972603,16/03/2011,15/03/2013,875 N MICHIGAN AVE  95 TH,CHICAGO,IL,60611,42,w_42_p_43,18,Retail Food Establishment,"(41.898948541729865, -87.62397498768968)",4.989041096,1,0,1,1,0,1,0,0,0,0,1,1,1,unknown,29.43237412,10.78299912,1.179613935,12.54314323,0
Simply Thalia,1114590,2059952,Restaurant,Risk 1 (High),04/12/2012,Canvass,0,1.432876712,16/11/2012,15/11/2014,108 N STATE ST PEDWAY 10,CHICAGO,IL,60602,42,w_42_p_9,1,Retail Food Establishment,"(41.88342263701488, -87.62802165207536)",2.068493151,1,0,0,0,0,0,0,0,0,0,1,1,1,unknown,12.16837514,14.03833608,0.073997149,28.6840473,0
SINBAD,1322497,1172366,Restaurant,Risk 1 (High),14/05/2013,Canvass,0,1.375342466,16/02/2013,15/02/2015,921 W BELMONT AVE  C,CHICAGO,IL,60657,44,w_44_p_20,19,Retail Food Establishment,"(41.93982741680233, -87.652387921447)",6.243721461,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,25.57232904,48.28918203,4.179964515,97.21782031,0
SISTAH'S,1150474,1991572,Restaurant,Risk 1 (High),15/06/2012,Canvass,0,0.632876712,16/07/2011,15/07/2013,2239 W 95TH ST 1ST,CHICAGO,IL,60643,19,w_19_p_2,22,Retail Food Establishment,"(41.720876895515076, -87.67879012404205)",2.136986301,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,4.592787729,0.350300577,27.42112149,8.047407817,0
SIXTY FIVE CHINESE RESTAURANT,1324578,64185,Restaurant,Risk 1 (High),26/07/2013,Canvass,0,1.328767123,16/09/2012,15/09/2014,201 W MADISON ST 1ST,CHICAGO,IL,60606,2,w_2_p_49,1,Retail Food Establishment,"(41.88183546590967, -87.63389738860116)",5.695776256,0,0,0,0,0,0,0,0,0,0,1,1,1,asian,15.36780102,17.12272386,4.36E-07,24.33265104,0
