businessName,inspectionId,license,facilityType,risk,inspectionDate,inspectionType,pastFail,timeSinceLast,licenseStartDate,expirationDate,address,city,state,zipCode,ward,precinct,policeDistrict,licenseDescription,location,ageAtInspection,consumptionOnPremises,tobaccoRetail,limitedLicense,packageGoods,outdoorPatio,placeOfAmusement,tavern,retailFoodEstablishment,catersLiquorLicense,fillingStation,addressCount,wardCount,districtCount,foodType,burglary,sanitation,garbage,rodents,pastResponse,response
MAGARITA'S PIZZA,1335318,2157700,Restaurant,Risk 1 (High),03/05/2013,Canvass,0,0.901369863,12/06/2012,15/06/2014,4138 W ARMITAGE AVE 1ST,CHICAGO,IL,60639,30,w_30_p_5,25,Retail Food Establishment,"(41.91722351626528, -87.73059969166016)",0.890410959,0,0,0,0,0,0,0,0,0,0,1,1,1,italian,25.66639248,80.01512117,24.39031222,23.93440484,1,0
MARINERO BAR AND GRILL,1098589,1797882,Restaurant,Risk 1 (High),13/09/2012,Canvass,0,2,16/12/2010,15/12/2012,2916 W IRVING PARK RD,CHICAGO,IL,60618,33,w_33_p_25,17,Retail Food Establishment,"(41.954068125180704, -87.70147782880944)",5.473972603,0,0,1,0,0,0,1,0,0,0,1,1,1,bar,24.19332746,14.44859168,18.44497773,20.46006129,0,0
JIMMY JOHNS,1345214,1997729,Restaurant,Risk 1 (High),17/04/2013,Canvass,0,0.457534247,16/09/2012,15/09/2014,201 W MADISON ST 1,CHICAGO,IL,60606,2,w_2_p_49,1,Retail Food Establishment,"(41.88183546590967, -87.63389738860116)",3.526027397,0,0,0,0,0,0,0,0,0,0,5,4,2,sandwich,38.65765881,34.32371424,0.24887069,10.15038238,0,0
7-ELEVEN,509361,1646236,Grocery Store,Risk 2 (Medium),07/10/2011,Canvass,0,1.191780822,16/01/2010,15/01/2012,6559 W ARCHER AVE,CHICAGO,IL,60638,23,w_23_p_11,8,Retail Food Establishment,"(41.79214111875764, -87.78662636230499)",4.640981735,0,1,0,1,0,0,0,0,0,0,5,5,5,mart,1.557920128,13.51417005,5.818764795,8.810582824,0,0
M BURGER,1138996,2098829,Restaurant,Risk 2 (Medium),07/06/2013,Canvass,0,1.328767123,16/05/2013,15/05/2015,100 W RANDOLPH ST LL CO7,CHICAGO,IL,60601,42,w_42_p_9,1,Retail Food Establishment,"(41.88458626715456, -87.63101044588599)",1.750684932,0,0,0,0,0,0,0,0,0,0,3,1,2,dinner,39.13148576,14.9781459,2.47E-05,10.75315108,0,0
FLAT TOP GRILL,1345367,1992452,Restaurant,Risk 1 (High),02/07/2013,Canvass,0,1.564383562,16/09/2012,15/09/2014,30 S WABASH AVE 1ST,CHICAGO,IL,60603,42,w_42_p_9,1,Retail Food Establishment,"(41.88133480594687, -87.62633546646605)",2.832876712,1,0,0,0,0,0,0,0,0,0,4,3,4,dinner,16.197398,23.37188383,3.41E-05,16.13658823,0,1
"WHITE CASTLE SYSTEM, INC.",1326602,28489,Restaurant,Risk 2 (Medium),28/03/2013,Canvass,0,0.263013699,16/06/2012,15/06/2014,3901 W MADISON ST 1ST,CHICAGO,IL,60624,28,w_28_p_18,11,Retail Food Establishment,"(41.880645653740984, -87.72337093987873)",5.619178082,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,17.97867953,70.40334368,55.40704456,24.71038587,0,1
TRIPOLI TAVERN,1300429,1403566,Restaurant,Risk 1 (High),09/11/2012,Canvass,0,0.947945205,16/04/2011,15/04/2013,1147 W ARMITAGE AVE 1,CHICAGO,IL,60614,32,w_32_p_51,18,Retail Food Establishment,"(41.917939272072275, -87.65722394118654)",5.490525114,0,0,0,0,1,0,1,0,0,0,1,1,1,bar,30.7513276,17.77508317,15.24616548,51.70241482,1,0
SUBWAY,1134386,2037497,Restaurant,Risk 1 (High),09/07/2012,Canvass,0,1.169863014,10/12/2010,15/07/2012,816 N STATE ST 1,CHICAGO,IL,60610,42,w_42_p_32,18,Retail Food Establishment,"(41.89726883968477, -87.62836234591299)",1.580707763,0,0,0,0,0,0,0,0,0,0,5,5,5,sandwich,35.46684227,18.79263623,0.05010875,21.48436026,1,1
NEW ORLEANS KITCHEN,1138934,1678885,Restaurant,Risk 1 (High),09/05/2013,Canvass,0,1.246575342,16/09/2012,15/09/2014,100 W RANDOLPH ST  C15,CHICAGO,IL,60601,42,w_42_p_9,1,Retail Food Establishment,"(41.88458626715456, -87.63101044588599)",5.482077626,0,0,0,0,0,0,0,0,0,0,1,1,1,asian,54.05519225,24.27758738,7.74E-09,8.302848299,1,0
LUC THANG NOODLE INC,782217,1958590,Restaurant,Risk 1 (High),28/02/2012,Canvass,0,0.536986301,16/11/2010,15/11/2012,1524 N ASHLAND AVE 1,CHICAGO,IL,60622,1,w_1_p_25,14,Retail Food Establishment,"(41.909554508333414, -87.66780679609195)",2.967237443,0,0,0,0,0,0,0,0,0,0,1,1,1,asian,16.54444842,23.60617154,24.60711395,112.2575003,0,0
DUKES,1271266,56642,Restaurant,Risk 1 (High),16/07/2012,Canvass,0,0.684931507,16/11/2010,15/11/2012,5659 N CENTRAL AVE  1,CHICAGO,IL,60646,45,w_45_p_30,16,Retail Food Establishment,"(41.984618430365195, -87.76815926802585)",4.668378995,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,5.103570344,17.37720876,8.104145225,2.706903303,0,0
JEFFERSON TAP AND GRILLE AND THE LOFT,1324459,37086,Restaurant,Risk 1 (High),14/05/2013,Canvass,0,1.104109589,16/05/2011,15/05/2013,323-325 N JEFFERSON ST 1,CHICAGO,IL,60661,42,w_42_p_18,12,Retail Food Establishment,"(41.88753165653888, -87.64267793249394)",6,0,1,0,0,0,1,1,0,0,0,1,1,1,bar,17.60495589,11.3066718,0.036106439,25.5884183,0,1
GERMANIA PLACE,1139040,40692,Restaurant,Risk 1 (High),08/07/2013,Canvass,0,2,16/02/2012,15/02/2014,108 W GERMANIA PL  2ND,CHICAGO,IL,60610,42,w_42_p_33,18,Retail Food Establishment,"(41.91048634702192, -87.63199583676088)",6.394406393,1,0,0,0,0,1,0,0,1,0,1,1,1,unknown,16.01007949,5.115400909,22.61915546,36.65068495,1,0
WING CHEONG GROCERY INC,1142231,1515706,Grocery Store,Risk 2 (Medium),26/11/2012,Canvass,0,1.553424658,16/06/2012,15/06/2014,2317 S WENTWORTH AVE,CHICAGO,IL,60616,25,w_25_p_14,9,Retail Food Establishment,"(41.850468483802665, -87.63181591235539)",5.285045662,0,0,0,0,0,0,0,0,0,0,1,1,1,mart,2.515241663,21.50234874,8.122689436,12.92264701,1,1
POTBELLY SANDWICH WORKS,1184328,1801885,Restaurant,Risk 1 (High),21/05/2012,Canvass,0,0.569863014,16/01/2011,15/01/2013,545 W MADISON ST 1,CHICAGO,IL,60661,42,w_42_p_69,1,Retail Food Establishment,"(41.88174210456197, -87.64141938928786)",5.134246575,0,0,0,0,0,0,0,0,0,0,5,5,5,sandwich,20.26763271,7.337911091,0.953770328,0.011796166,0,0
POTBELLY SANDWICH WORKS LLC,1138663,1592157,Restaurant,Risk 1 (High),30/11/2012,Canvass,0,0.950684932,16/01/2011,15/01/2013,520 N MICHIGAN AVE,CHICAGO,IL,60611,42,w_42_p_48,18,Retail Food Establishment,"(41.89168851736832, -87.62430717812579)",5.791780822,0,0,0,0,0,0,0,0,0,0,5,5,5,sandwich,16.69356395,7.786842141,0.26345788,7.098158591,1,0
MARISCOS LUIS,1084452,1514084,Restaurant,Risk 1 (High),20/03/2013,Canvass,0,1.021917808,16/06/2011,15/06/2013,3124 W 25TH ST 1ST,CHICAGO,IL,60623,12,w_12_p_15,10,Retail Food Establishment,"(41.84646241104122, -87.70371913510672)",5.597260274,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,19.73660971,16.14781618,32.41149427,17.71781994,0,0
RAFAEL MAGALLON,1174265,2084415,Other,Risk 1 (High),14/06/2012,Canvass,0,1.194520548,18/04/2011,15/03/2013,2215 S KEDZIE AVE  1ST,CHICAGO,IL,60623,24,w_24_p_57,10,Retail Food Establishment,"(41.85128312732289, -87.70509219466032)",1.15890411,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,26.60695238,23.02852985,63.84686633,29.5908674,1,0
ORIGINAL PANCAKE HOUSE,679325,18780,Restaurant,Risk 1 (High),29/03/2012,Canvass,0,1.479452055,16/04/2011,15/04/2013,2020 N LINCOLN PARK WEST   1,CHICAGO,IL,60614,43,w_43_p_43,18,Retail Food Establishment,"(41.91935710061654, -87.63653408081771)",4.873972603,0,0,0,0,0,0,0,0,0,0,2,2,2,breakfast,11.54087639,10.56067979,10.81392669,23.88396473,0,0
HUCK FINN,1305230,6476,Restaurant,Risk 1 (High),21/03/2013,Canvass,0,0.693150685,16/10/2011,15/10/2013,6650 S PULASKI RD 1ST,CHICAGO,IL,60629,13,w_13_p_54,8,Retail Food Establishment,"(41.7716501459201, -87.72272964628908)",5.34783105,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,23.469537,14.78847981,15.06873508,35.73300346,0,0
TARGET STORE # 1889,614547,1515016,Restaurant,Risk 2 (Medium),18/10/2011,Canvass,0,1.449315068,16/02/2010,15/02/2012,1154 S CLARK ST,CHICAGO,IL,60605,2,w_2_p_1,1,Retail Food Establishment,"(41.86757101543305, -87.63058647386143)",4.671118721,0,0,1,1,0,0,0,0,0,0,1,1,1,mart,7.612824335,6.273344751,8.775113698,4.820746699,1,0
WING WAH LAU RESTAURANT,1202585,2020867,Restaurant,Risk 1 (High),31/12/2012,Canvass,0,1.734246575,16/06/2011,15/06/2013,4340 S ARCHER AVE 1ST,CHICAGO,IL,60632,14,w_14_p_23,9,Retail Food Establishment,"(41.814554270530905, -87.70372129941862)",2.772716895,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,19.73305225,9.066857828,32.19814202,47.18422398,1,0
SUPER MERCADO LA FIESTA,509377,2004021,Grocery Store,Risk 1 (High),20/10/2011,Canvass,0,2,16/06/2011,15/06/2013,5425-5427 S KEDZIE AVE 1ST,CHICAGO,IL,60632,14,w_14_p_26,9,Retail Food Establishment,"(41.79453798064966, -87.70344095393115)",1.865639269,0,1,1,0,0,0,0,0,0,0,1,1,1,unknown,19.00393465,14.96348353,35.55007374,10.96265747,0,1
GOLDEN GATE,509405,1694684,Restaurant,Risk 1 (High),03/11/2011,Canvass,0,1.117808219,16/06/2011,15/06/2013,3817 S KEDZIE AVE,CHICAGO,IL,60632,12,w_12_p_12,9,Retail Food Establishment,"(41.82381861968802, -87.70428542093514)",4.219178082,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,4.40051504,14.43917349,28.50368261,14.95846908,1,0
Mirabell Restaurant,670674,1766,Restaurant,Risk 1 (High),21/02/2012,Canvass,0,1.652054795,16/12/2010,15/12/2012,3454 W ADDISON ST 1ST,CHICAGO,IL,60618,35,w_35_p_4,17,Retail Food Establishment,"(41.946639592877055, -87.71494918308186)",5.016438356,1,0,0,0,1,1,0,0,0,0,1,1,1,dinner,4.659063605,22.23392336,6.675778312,25.53924423,0,1
BON BON SANDWICHES,635053,1963679,Restaurant,Risk 1 (High),24/10/2011,Canvass,0,0.879452055,16/11/2009,15/11/2011,2333 W NORTH AVE 1ST,CHICAGO,IL,60647,1,w_1_p_32,14,Retail Food Establishment,"(41.91022784325591, -87.68605644458866)",2.471232877,0,0,0,0,0,0,0,0,0,0,1,1,1,breakfast,31.62960915,39.92308052,5.563054331,51.33569045,0,1
TACO AND BURRITO EXPRESS #3,1277718,1695069,Restaurant,Risk 1 (High),07/03/2013,Canvass,0,0.526027397,16/11/2012,15/11/2014,1547 N ASHLAND AVE 1ST FRONT,CHICAGO,IL,60622,1,w_1_p_26,14,Retail Food Establishment,"(41.91021895234461, -87.66753453748353)",5.309589041,0,0,0,0,0,0,0,0,0,0,1,1,1,asian,37.25428156,14.61141564,7.681069311,68.42702006,0,0
WOLFY'S,664229,3532,Restaurant,Risk 1 (High),15/11/2011,Canvass,0,1.205479452,16/02/2011,15/02/2013,2734 W PETERSON AVE  1,CHICAGO,IL,60659,50,w_50_p_29,24,Retail Food Establishment,"(41.99055870147753, -87.69840026233868)",4.747945205,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,10.61019572,39.986769,20.8420902,141.004923,0,0
CHUBBY WIENERS,1214346,1650064,Restaurant,Risk 2 (Medium),24/04/2012,Canvass,0,0.553424658,16/09/2011,15/09/2013,4652 N WESTERN AVE,CHICAGO,IL,60625,47,w_47_p_40,19,Retail Food Establishment,"(41.96634736406373, -87.68898364635334)",4.440981735,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,22.0771839,21.91142692,19.65917108,59.42551364,0,0
MARIANO'S FRESH MARKET #8504,1326898,2083835,Grocery Store,Risk 1 (High),11/04/2013,Canvass,0,0.583561644,19/08/2011,15/09/2013,3350 N WESTERN AVE,CHICAGO,IL,60618,47,w_47_p_48,19,Retail Food Establishment,"(41.94274719516372, -87.68835432149632)",1.646575342,0,0,0,1,0,0,0,0,0,0,1,1,1,grocery,34.30423158,19.13088734,8.754973463,42.97621227,1,0
BEMO'S ORIGINAL DRIVE-IN,1335424,26885,Restaurant,Risk 1 (High),09/05/2013,Canvass,0,0.747945205,16/05/2012,15/05/2014,5000 W FULLERTON AVE 1ST,CHICAGO,IL,60639,31,w_31_p_51,25,Retail Food Establishment,"(41.92428350375965, -87.75135196372442)",6.230022831,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,22.4551806,17.80121979,17.1914576,38.53574116,0,0
DON PEDRO CARNITAS,1279286,1330753,Restaurant,Risk 1 (High),13/11/2012,Canvass,0,1.471232877,16/12/2011,15/12/2013,1113 W 18TH ST,CHICAGO,IL,60608,25,w_25_p_17,12,Retail Food Establishment,"(41.85788189430625, -87.65389664094738)",5.745205479,0,0,0,0,0,0,0,0,0,0,1,1,1,spanish,11.82355888,19.11050655,4.157276568,15.22459238,0,0
PIZZACO'S ITALIAN EATERY,1106812,1846730,Restaurant,Risk 1 (High),29/08/2013,Canvass,0,0.024657534,16/06/2012,15/06/2014,3605 N ASHLAND AVE GROUND,CHICAGO,IL,60613,44,w_44_p_16,19,Retail Food Establishment,"(41.94719645308579, -87.66871595779075)",5.923287671,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,36.37012421,16.38800932,11.68454862,40.063905,0,0
LA FERIA GROCERY,1300209,26609,Grocery Store,Risk 1 (High),30/10/2012,Canvass,0,1.679452055,16/07/2012,15/07/2014,9704 S COMMERCIAL AVE  1ST,CHICAGO,IL,60617,10,w_10_p_45,4,Retail Food Establishment,"(41.718912156347386, -87.55117429715926)",5.210958904,0,1,1,0,0,0,0,0,0,0,1,1,1,mart,7.257717078,4.99394548,41.39646623,7.62674478,0,0
#1 WOK N ROLL,1319501,58961,Restaurant,Risk 1 (High),18/04/2013,Canvass,0,0.306849315,16/06/2012,15/06/2014,1408 E 53RD ST,CHICAGO,IL,60615,4,w_4_p_47,2,Retail Food Establishment,"(41.79962568927282, -87.59137367044976)",5.676712329,0,0,0,0,0,0,0,0,0,0,1,1,1,asian,29.381377,9.426250883,21.45212449,17.21149929,1,1
FRANCESCA'S ON TAYLOR,1184429,23577,Restaurant,Risk 1 (High),28/06/2012,Canvass,0,0.947945205,16/05/2012,15/05/2014,1400 W TAYLOR ST 1ST,CHICAGO,IL,60607,25,w_25_p_26,12,Retail Food Establishment,"(41.86944827658881, -87.66170604551814)",5.123287671,1,0,0,0,0,0,0,0,0,0,1,1,1,italian,7.560942994,10.00237944,19.9609996,10.7300931,0,1
CEDENO FOODS,614531,1447319,Restaurant,Risk 2 (Medium),12/10/2011,Canvass,0,0.95890411,16/10/2010,15/10/2012,816 S MICHIGAN AVE,CHICAGO,IL,60605,2,w_2_p_37,1,Retail Food Establishment,"(41.87162384657216, -87.62431054852696)",4.90673516,0,0,0,0,0,0,0,0,0,0,1,1,1,mart,15.68399594,9.068490593,0.139194637,3.288170015,1,0
TOAST,1234364,46777,Restaurant,Risk 1 (High),30/07/2012,Canvass,0,1.016438356,16/04/2011,15/04/2013,2046 N DAMEN AVE 1,CHICAGO,IL,60647,32,w_32_p_5,14,Retail Food Establishment,"(41.91911527657762, -87.67781605299115)",5.210958904,0,0,0,0,0,0,0,0,0,0,2,2,2,unknown,34.09011395,19.81523898,13.49147575,35.43392196,0,1
REGGIO'S PIZZA EXPRESS,539534,1675026,Restaurant,Risk 2 (Medium),29/11/2011,Canvass,0,0.942465753,16/01/2010,15/01/2012,11601 W TOUHY AVE C22 1,CHICAGO,IL,60666,41,w_41_p_27,16,Retail Food Establishment,"(42.008536400868735, -87.91442843927047)",4.78630137,0,0,0,0,0,0,0,0,0,0,3,1,1,asian,7.42E-215,1.24E-205,1.40E-245,6.30E-224,0,0
CARNICERIA GUANAJUATO #3,1098384,2060960,Other,Risk 1 (High),18/06/2012,Canvass,0,1.35890411,19/11/2010,15/11/2012,3132-3142 N CALIFORNIA AVE 1ST,CHICAGO,IL,60618,33,w_33_p_13,14,Retail Food Establishment,"(41.93856971527589, -87.69794594553062)",1.580707763,0,0,1,1,0,0,0,0,0,0,1,1,1,grocery,6.861382306,23.55621538,8.484109172,22.89990452,1,1
D AND M CAFE,920214,1933670,Restaurant,Risk 1 (High),16/03/2012,Canvass,0,1.383561644,16/10/2010,15/10/2012,8239 S COTTAGE GROVE AVE 1ST,CHICAGO,IL,60619,8,w_8_p_14,6,Retail Food Establishment,"(41.744630715329514, -87.60490519818548)",3.34783105,0,0,0,0,0,0,0,0,0,0,1,1,1,breakfast,58.22273099,49.66896791,16.86460423,16.43227613,0,1
PANERA BREAD,666330,1840986,Restaurant,Risk 1 (High),24/01/2012,Canvass,0,0.805479452,16/04/2011,15/04/2013,635 N FAIRBANKS CT,CHICAGO,IL,60611,42,w_42_p_64,18,Retail Food Establishment,"(41.89366128952575, -87.62013015474567)",4.504223744,0,0,0,0,0,0,0,0,0,0,4,4,3,breakfast,4.383174013,14.95971471,0.00117705,16.17364179,0,0
MARMALADE CHICAGO,1198481,78239,Restaurant,Risk 1 (High),05/10/2012,Canvass,0,2,16/06/2012,15/06/2014,1969 W MONTROSE AVE 1ST,CHICAGO,IL,60613,47,w_47_p_37,19,Retail Food Establishment,"(41.96135201922715, -87.67871719069123)",5.142465753,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,20.56944236,21.00130301,12.86127022,39.08344325,1,1
TACO BELL #2513,635134,64050,Restaurant,Risk 2 (Medium),28/10/2011,Canvass,0,1.123287671,16/01/2010,15/01/2012,6944 S ARCHER AVE,CHICAGO,IL,60638,23,w_23_p_13,8,Retail Food Establishment,"(41.79218559796885, -87.79580846844716)",4.698515982,0,0,0,0,0,0,0,0,0,0,1,1,1,spanish,15.42310155,22.09852596,7.006425958,15.24157125,1,1
SAMBO'S,920218,1817403,Restaurant,Risk 2 (Medium),19/03/2012,Canvass,0,2,16/07/2011,15/07/2013,7059 S INDIANA AVE 1,CHICAGO,IL,60637,6,w_6_p_33,3,Retail Food Establishment,"(41.76570495037069, -87.61996641028227)",4.890410959,0,1,0,0,0,0,0,0,0,0,1,1,1,unknown,43.34069701,60.65829408,56.61174336,20.36047055,0,1
NEW LINE,1184362,1980154,Restaurant,Risk 1 (High),31/05/2012,Canvass,0,1.175342466,16/05/2011,15/05/2013,201 N CLINTON ST 1,CHICAGO,IL,60661,42,w_42_p_18,12,Retail Food Establishment,"(41.885752607166296, -87.64116457925334)",2.808219178,1,0,0,0,0,0,0,0,0,0,1,1,1,asian,25.42474023,3.764834807,12.61794711,1.362542162,0,0
GRANDBAR,659625,1698475,Other,Risk 2 (Medium),08/12/2011,Canvass,0,2,16/11/2010,15/11/2012,1600 W GRAND AVE 1ST,CHICAGO,IL,60622,26,w_26_p_7,12,Retail Food Establishment,"(41.89108711220122, -87.6672040584081)",4.515182648,0,1,0,0,1,1,1,0,0,0,1,1,1,unknown,12.50357254,16.20585353,25.8956908,14.17537526,0,0
CITGO,610284,1121147,Other,Risk 3 (Low),28/10/2011,Canvass,0,2,16/11/2009,15/11/2011,2338 N SACRAMENTO AVE,CHICAGO,IL,60647,35,w_35_p_10,14,Retail Food Establishment,"(41.924481841069515, -87.70245818877666)",3.950570776,0,1,1,0,0,0,0,0,0,1,5,5,5,mart,25.20552675,24.22506845,32.04673931,45.59604411,0,0
ENGELWOOD MARATHON,1150523,2032809,Grocery Store,Risk 3 (Low),11/07/2012,Canvass,0,0.654794521,16/06/2012,15/06/2014,6124 S ASHLAND AVE GROUND,CHICAGO,IL,60636,15,w_15_p_20,7,Retail Food Establishment,"(41.78234075376921, -87.66443621002776)",1.797260274,0,1,1,0,0,0,0,0,0,1,1,1,1,mart,50.12995513,55.79993551,45.59324572,35.69327587,1,1
TAYLOR STREET MARKET,1227306,1358602,Restaurant,Risk 1 (High),13/03/2012,Canvass,0,0.279452055,16/01/2012,15/01/2014,5700 S CICERO AVE  CB,CHICAGO,IL,60638,23,w_23_p_8,8,Retail Food Establishment,"(41.789329323265385, -87.74164564419637)",5.073858447,0,0,0,0,0,0,0,0,0,0,1,1,1,grocery,0.390786859,1.756087776,0.500095649,0.079724495,0,0
POPEYE'S  CHICKEN,1202453,1121856,Restaurant,Risk 1 (High),05/10/2012,Canvass,0,1.104109589,16/06/2011,15/06/2013,4431 S ARCHER AVE,CHICAGO,IL,60632,14,w_14_p_20,8,Retail Food Establishment,"(41.812628989174634, -87.70639420409829)",5.142465753,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,14.18370185,32.54052749,23.21736876,59.57746477,1,0
CARMELITA'S TAQUERIA,671026,1475925,Restaurant,Risk 1 (High),01/03/2012,Canvass,0,1.271232877,16/07/2011,15/07/2013,1206 W LAWRENCE AVE,CHICAGO,IL,60640,48,w_48_p_40,20,Retail Food Establishment,"(41.9691282820749, -87.6600068867283)",4.545319635,0,0,0,0,0,0,0,0,0,0,1,1,1,spanish,37.03539582,16.79367926,0.250042875,17.53063506,0,0
BLUE BIRD BOWL,1150943,1403943,Restaurant,Risk 2 (Medium),19/11/2012,Canvass,0,0.967123288,16/11/2011,15/11/2013,3900 W COLUMBUS AVE,CHICAGO,IL,60652,18,w_18_p_36,8,Retail Food Establishment,"(41.737561016836565, -87.71916759274954)",5.01369863,1,0,0,0,0,1,0,0,0,0,1,1,1,asian,23.39461357,35.01734482,2.900810948,14.14298609,0,1
S & K FOOD MART & RESTAURANT,1319592,2031745,Grocery Store,Risk 2 (Medium),10/06/2013,Canvass,0,1.169863014,16/05/2012,15/05/2014,400 E 61ST ST 1ST,CHICAGO,IL,60637,20,w_20_p_37,3,Retail Food Establishment,"(41.78399506952186, -87.61565416279082)",3.008219178,0,1,1,0,0,0,0,0,0,0,1,1,1,mart,42.41668195,32.2740918,8.260435902,9.66135116,1,1
THAI AREE HOUSE,679531,37881,Restaurant,Risk 1 (High),03/04/2012,Canvass,0,0.953424658,16/08/2011,15/08/2013,3592 N MILWAUKEE AVE 1ST,CHICAGO,IL,60641,30,w_30_p_13,17,Retail Food Establishment,"(41.94602897693361, -87.73546639404336)",4.635616438,0,0,0,0,0,0,0,0,0,0,1,1,1,asian,13.36818799,11.43897974,23.30158276,11.25444292,0,0
NOOKIES ON WELLS INC,1234682,26855,Restaurant,Risk 1 (High),16/08/2012,Canvass,0,1.739726027,16/04/2011,15/04/2013,1746 N WELLS ST 1ST,CHICAGO,IL,60614,43,w_43_p_4,18,Retail Food Establishment,"(41.914218841678505, -87.63495182369267)",5.257534247,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,41.55808739,4.488071211,0.985225862,25.84633258,0,1
MOBIL GAS STATION,1076325,1446718,Grocery Store,Risk 3 (Low),05/07/2012,Canvass,0,2,16/06/2011,15/06/2013,7059 S ASHLAND AVE,CHICAGO,IL,60636,17,w_17_p_41,7,Retail Food Establishment,"(41.765004259431706, -87.66365411321728)",4.890410959,0,1,1,0,0,0,0,0,0,1,2,2,1,unknown,42.27622668,82.01269839,27.7125083,37.76997833,0,1
MACY'S,1114468,61207,Restaurant,Risk 1 (High),19/09/2012,Canvass,0,1.553424658,16/03/2012,15/03/2014,111 N STATE ST,CHICAGO,IL,60602,42,w_42_p_9,1,Retail Food Establishment,"(41.88347312241303, -87.62772975002918)",5.350684932,1,1,1,1,0,0,0,1,1,0,1,1,1,unknown,10.87502356,14.79736151,0.001633763,10.09381333,0,0
TACO BELL,1329263,1926609,Restaurant,Risk 1 (High),26/04/2013,Canvass,0,0.561643836,16/10/2011,15/10/2013,3509 N HARLEM AVE 1ST,CHICAGO,IL,60634,36,w_36_p_8,16,Retail Food Establishment,"(41.94376516773835, -87.80680785503851)",4.591780822,0,0,0,0,0,0,0,0,0,0,5,5,5,spanish,3.465309772,26.56968671,20.90336376,24.49501189,0,0
THE COMMON CUP,1106576,2088868,Restaurant,Risk 1 (High),24/05/2013,Canvass,0,1.517808219,16/10/2012,15/10/2014,1501-1503 W MORSE AVE 1ST,CHICAGO,IL,60626,49,w_49_p_23,24,Retail Food Establishment,"(42.00776253859794, -87.66796736223017)",2.112328767,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,33.20467847,44.48699066,6.88918242,22.95026469,1,0
Hannahs Bretzel 233 N. Michigan LLC,1138462,1799585,Restaurant,Risk 1 (High),07/09/2012,Canvass,0,1.523287671,16/03/2012,15/03/2014,233 N MICHIGAN AVE 1ST,CHICAGO,IL,60601,42,w_42_p_44,1,Retail Food Establishment,"(41.886567370886944, -87.62438467059714)",5.569748858,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,10.66640438,14.99765438,0.009452919,9.427349709,0,0
ROSIE'S CAFE & CATERING,1324631,1578111,Restaurant,Risk 1 (High),23/08/2013,Canvass,0,0.816438356,16/09/2012,15/09/2014,111 N CANAL ST,CHICAGO,IL,60606,42,w_42_p_21,1,Retail Food Establishment,"(41.88356531275924, -87.63963728368087)",6.772488584,0,0,0,0,0,0,0,0,0,0,1,1,1,cater,15.26736953,4.159440975,1.21E-05,7.477975859,0,0
Mr. Pollo,670349,1092684,Restaurant,Risk 1 (High),09/02/2012,Canvass,0,2,16/12/2010,15/12/2012,3000 W BELMONT AVE,CHICAGO,IL,60618,33,w_33_p_4,17,Retail Food Establishment,"(41.93947287194346, -87.70278709263836)",4.983561644,0,0,0,0,0,0,0,0,0,0,1,1,1,spanish,24.29225045,5.238748257,18.07242668,54.21693699,0,1
LOS COMALES #3,598458,38805,Restaurant,Risk 1 (High),10/11/2011,Canvass,0,0.553424658,16/12/2009,15/12/2011,1544 W 18TH ST,CHICAGO,IL,60608,25,w_25_p_24,12,Retail Food Establishment,"(41.85791847732155, -87.66550671179006)",4.734246575,0,0,0,0,0,0,0,0,0,0,1,1,1,spanish,3.073408312,11.04488117,63.32497397,12.93199033,0,0
STARBUCKS # 2483,1313296,1120447,Restaurant,Risk 2 (Medium),04/12/2012,Canvass,0,1.010958904,16/04/2011,15/04/2013,1430 W TAYLOR ST,CHICAGO,IL,60607,25,w_25_p_26,12,Retail Food Establishment,"(41.869430953201714, -87.6628180683435)",5.559018265,0,0,1,0,0,0,0,0,0,0,1,1,1,breakfast,32.59397955,5.637594273,8.072126082,14.35551029,0,0
St. Pius V Church,1326996,1595798,Other,Risk 1 (High),16/04/2013,Canvass,0,1.101369863,16/12/2011,15/12/2013,1919 S ASHLAND AVE,CHICAGO,IL,60608,25,w_25_p_7,12,Retail Food Establishment,"(41.855363885442415, -87.66593319157184)",6.167009132,0,0,0,0,0,1,0,0,0,0,1,1,1,unknown,18.85156546,49.09495658,28.18771522,21.70376318,0,0
